Age,Gender,Parental_Education,Family_Income,Previous_Grades,Attendance,Class_Participation,Study_Hours,Major,School_Type,Financial_Status,Parental_Involvement,Educational_Resources,Motivation,Self_Esteem,Stress_Levels,School_Environment,Professor_Quality,Class_Size,Extracurricular_Activities,Sleep_Patterns,Nutrition,Physical_Activity,Screen_Time,Educational_Tech_Use,Peer_Group,Bullying,Study_Space,Learning_Style,Tutoring,Mentoring,Lack_of_Interest,Time_Wasted_on_Social_Media,Sports_Participation,Grades
21,F,College,50000,A,84,Medium,6,Arts,Private,High,Low,Yes,High,Medium,Medium,Neutral,Low,94,No,7,Unhealthy,Medium,5,No,Positive,No,Yes,Visual,Yes,Yes,Low,6,High,B
18,M,High School,40000,A,93,Medium,18,Science,Public,Medium,Medium,Yes,High,Low,Medium,Negative,Medium,33,No,9,Balanced,High,7,No,Neutral,No,Yes,Kinesthetic,No,Yes,High,6,High,B
18,M,Some College,75000,B,77,Low,13,Law,Public,Low,High,Yes,High,Low,Low,Negative,High,21,No,5,Healthy,High,10,No,Positive,No,Yes,Auditory,No,Yes,High,3,Low,A
22,F,High School,75000,B,87,Medium,13,Engineering,Public,Low,Low,Yes,High,High,Low,Positive,High,93,Yes,5,Balanced,Medium,2,No,Negative,Yes,Yes,Visual,No,No,Medium,5,High,A
20,M,Graduate,40000,C,78,Low,17,Law,Private,Low,High,No,Low,Medium,Low,Negative,Low,85,Yes,6,Unhealthy,High,6,Yes,Neutral,Yes,No,Visual,No,Yes,Low,4,High,B
19,F,High School,60000,C,76,High,19,Engineering,Public,Medium,Medium,Yes,High,Low,High,Negative,Low,41,No,8,Balanced,Low,9,Yes,Neutral,Yes,Yes,Kinesthetic,No,Yes,Low,6,Low,C
19,F,High School,40000,A,72,High,17,Law,Public,Medium,High,Yes,High,Medium,Medium,Negative,High,55,No,4,Balanced,Medium,10,Yes,Positive,No,Yes,Visual,No,No,Low,6,Medium,A
20,F,College,40000,C,100,Low,17,Business,Public,Medium,Low,No,High,High,Medium,Negative,High,42,No,4,Unhealthy,High,4,Yes,Neutral,No,No,Auditory,No,No,High,1,Low,A
20,M,College,50000,B,80,High,17,Engineering,Private,Medium,Low,No,Medium,High,High,Positive,Medium,41,Yes,9,Balanced,Low,5,Yes,Positive,Yes,No,Visual,No,Yes,Medium,1,Low,B
19,F,Some College,30000,C,91,Low,15,Engineering,Public,Medium,Medium,No,Medium,High,High,Positive,High,26,Yes,5,Balanced,Low,8,No,Neutral,Yes,Yes,Visual,Yes,No,High,3,Medium,B
20,F,Some College,40000,A,78,Low,20,Arts,Public,Low,Low,Yes,Medium,Low,Medium,Negative,High,41,No,5,Unhealthy,High,4,No,Neutral,No,Yes,Kinesthetic,No,Yes,High,3,High,A
20,F,Graduate,40000,C,89,Low,17,Business,Public,Low,High,No,Medium,Medium,Low,Positive,Low,41,Yes,9,Healthy,Low,5,No,Negative,No,Yes,Auditory,Yes,No,Low,1,High,A
20,F,Graduate,40000,C,81,High,20,Medicine,Private,Medium,Low,Yes,High,Low,Medium,Positive,Medium,37,No,7,Unhealthy,High,6,No,Neutral,Yes,No,Kinesthetic,Yes,Yes,High,1,High,C
18,F,Some College,40000,B,81,Medium,5,Law,Private,High,High,Yes,Low,Low,Medium,Negative,Medium,83,Yes,8,Balanced,Medium,6,No,Positive,Yes,Yes,Auditory,Yes,Yes,High,2,Low,B
22,M,College,50000,B,81,High,13,Science,Public,Low,Low,Yes,Low,Medium,Medium,Neutral,Low,65,Yes,8,Balanced,Medium,7,No,Neutral,No,Yes,Visual,Yes,Yes,Medium,2,Medium,C
22,M,Graduate,40000,C,88,High,13,Arts,Public,Medium,Low,Yes,Low,High,Medium,Positive,High,59,No,4,Unhealthy,High,9,Yes,Positive,No,Yes,Auditory,Yes,Yes,Medium,4,High,C
18,M,High School,75000,C,88,Medium,15,Science,Public,High,Low,High,High,High,Low,Negative,High,64,Yes,8,Unhealthy,High,7,Yes,Neutral,No,No,Kinesthetic,No,No,Low,6,Low,C
18,F,Graduate,60000,B,91,Medium,18,Engineering,Private,Medium,High,No,High,Medium,Low,Neutral,High,69,Yes,8,Healthy,High,2,No,Neutral,No,No,Auditory,Yes,Yes,Medium,1,High,C
22,M,College,40000,B,82,Medium,15,Law,Private,Medium,Medium,No,Low,High,Medium,Neutral,High,48,Yes,4,Healthy,Medium,8,Yes,Negative,No,No,Auditory,Yes,Yes,Medium,3,Medium,B
22,F,College,30000,A,79,Low,17,Medicine,Private,High,High,No,High,Medium,Low,Neutral,Medium,98,Yes,9,Healthy,High,5,Yes,Positive,No,Yes,Kinesthetic,No,No,High,1,High,C
20,M,Graduate,30000,B,88,Medium,14,Law,Private,Medium,High,High,Low,High,High,Neutral,High,89,No,6,Unhealthy,High,8,Yes,Positive,Yes,Yes,Auditory,No,No,Low,6,Medium,A
20,M,College,30000,B,78,High,5,Science,Private,High,Medium,Yes,Medium,High,High,Positive,Low,54,No,4,Balanced,High,9,No,Neutral,Yes,Yes,Visual,Yes,No,Low,3,Medium,C
21,F,High School,30000,B,88,High,9,Medicine,Public,Medium,Low,No,Low,Low,High,Neutral,Low,33,No,5,Unhealthy,Low,6,No,Positive,No,Yes,Auditory,No,No,Low,6,Low,B
22,M,College,30000,B,71,Low,20,Engineering,Private,Medium,Medium,Yes,Low,Low,High,Negative,Low,87,No,8,Unhealthy,High,2,Yes,Positive,No,No,Auditory,Yes,No,High,4,Low,C
19,F,Some College,30000,A,75,High,17,Medicine,Public,High,Medium,Yes,High,High,Low,Positive,High,58,No,4,Healthy,Low,6,Yes,Positive,No,Yes,Kinesthetic,No,No,Low,4,Medium,B
19,M,Some College,75000,B,95,Medium,10,Law,Public,Low,High,No,High,Medium,High,Positive,Low,26,Yes,8,Healthy,Medium,9,Yes,Positive,No,No,Kinesthetic,No,No,Medium,6,Low,B
18,F,High School,50000,A,100,Medium,5,Medicine,Public,High,Medium,No,Low,Low,High,Neutral,High,80,Yes,9,Balanced,High,2,No,Negative,No,Yes,Kinesthetic,Yes,No,High,3,Low,A
21,M,High School,75000,B,97,Low,16,Law,Public,Medium,High,Yes,High,Medium,Medium,Positive,Medium,74,No,5,Healthy,Medium,3,No,Negative,Yes,No,Auditory,Yes,No,High,4,High,A
21,M,Graduate,40000,B,72,Low,6,Engineering,Public,Medium,Low,Yes,Low,Low,Low,Negative,High,46,Yes,8,Balanced,Low,6,No,Neutral,Yes,Yes,Visual,No,No,Medium,2,Medium,A
21,M,High School,75000,A,91,Medium,20,Medicine,Public,Medium,High,Yes,Low,Low,Medium,Neutral,Low,41,No,8,Unhealthy,High,7,No,Negative,No,Yes,Visual,No,No,Low,4,Low,B
19,F,Graduate,50000,A,75,Medium,11,Arts,Public,Low,Low,No,Low,Medium,Medium,Neutral,Low,54,No,4,Balanced,Low,5,No,Neutral,No,Yes,Visual,Yes,Yes,Medium,1,High,B
20,M,High School,40000,C,78,Low,17,Medicine,Private,Low,Medium,No,Medium,Medium,Low,Neutral,High,32,No,5,Unhealthy,Low,8,Yes,Positive,Yes,No,Visual,No,No,Low,1,High,A
18,M,High School,75000,B,97,Low,5,Business,Private,Low,Low,Yes,Low,High,Low,Positive,Medium,72,No,7,Unhealthy,Medium,4,No,Negative,Yes,No,Visual,No,No,High,5,Low,B
18,M,High School,30000,B,72,Low,20,Medicine,Private,Low,Medium,Yes,Low,Low,High,Neutral,High,32,No,6,Unhealthy,Low,5,Yes,Neutral,No,Yes,Auditory,No,Yes,Low,5,High,C
20,M,Graduate,40000,B,79,Low,12,Medicine,Public,Low,High,High,High,High,Medium,Positive,Medium,47,No,5,Balanced,High,7,No,Neutral,No,No,Auditory,No,No,High,5,Low,C
20,F,Some College,75000,A,94,Medium,11,Law,Private,Low,High,No,Low,Low,Medium,Neutral,High,100,No,7,Balanced,Low,6,Yes,Negative,No,Yes,Kinesthetic,No,Yes,Low,1,Low,C
19,F,Graduate,40000,C,77,Low,18,Medicine,Public,Medium,High,No,Low,High,Medium,Neutral,Medium,43,Yes,6,Balanced,Low,2,Yes,Positive,No,No,Kinesthetic,Yes,Yes,Low,1,High,A
19,M,Graduate,40000,B,85,Low,12,Law,Public,Low,High,No,Low,Medium,Medium,Negative,Medium,52,No,5,Healthy,Low,6,Yes,Neutral,Yes,Yes,Kinesthetic,Yes,Yes,Low,1,Low,C
19,F,Some College,30000,A,82,High,10,Arts,Private,High,Medium,No,Medium,Low,Low,Positive,Medium,83,Yes,5,Unhealthy,Low,6,Yes,Neutral,No,Yes,Kinesthetic,No,Yes,High,2,Medium,B
22,F,College,50000,A,98,Low,19,Business,Public,High,High,Yes,High,High,Low,Neutral,High,66,Yes,8,Healthy,High,5,No,Negative,Yes,Yes,Visual,Yes,Yes,Low,2,Medium,B
18,F,Graduate,50000,A,73,High,19,Engineering,Public,High,High,No,High,Low,Low,Positive,High,59,No,7,Balanced,Medium,9,No,Neutral,Yes,Yes,Auditory,No,No,Low,2,Medium,C
20,F,High School,60000,B,81,Medium,12,Arts,Private,High,Medium,No,Low,High,Low,Negative,High,70,Yes,9,Unhealthy,Medium,6,No,Positive,Yes,No,Auditory,No,Yes,Medium,1,Medium,A
20,M,High School,30000,C,78,Medium,16,Business,Public,Low,Medium,Yes,Low,High,Medium,Neutral,High,41,Yes,5,Unhealthy,High,10,No,Positive,Yes,Yes,Kinesthetic,No,No,High,3,High,C
21,F,College,75000,B,99,Low,16,Law,Public,Medium,Low,Yes,Low,High,Medium,Neutral,Medium,41,No,9,Unhealthy,Medium,6,Yes,Negative,No,No,Visual,Yes,No,Medium,3,Medium,A
18,F,Graduate,40000,A,96,Medium,15,Medicine,Public,Low,Low,No,High,High,Low,Negative,High,62,Yes,4,Healthy,High,5,No,Positive,No,Yes,Kinesthetic,No,No,High,1,Medium,B
22,M,Graduate,40000,C,79,High,9,Engineering,Private,Medium,Medium,High,Low,Medium,High,Positive,High,80,No,5,Unhealthy,High,8,Yes,Negative,Yes,No,Visual,No,Yes,High,3,High,B
22,M,High School,40000,A,95,Low,11,Business,Private,Low,Low,No,Low,Low,Medium,Positive,Medium,70,Yes,6,Healthy,Low,9,No,Positive,Yes,Yes,Auditory,Yes,No,Low,2,High,A
18,F,College,40000,A,96,Medium,10,Business,Public,High,High,Yes,High,High,Low,Neutral,Medium,74,No,5,Unhealthy,High,7,Yes,Negative,No,Yes,Visual,No,Yes,Medium,5,High,C
18,M,College,50000,B,76,Low,17,Business,Private,Low,Low,No,High,Medium,Low,Neutral,Low,48,No,5,Unhealthy,Medium,5,Yes,Negative,No,No,Visual,No,No,High,5,High,A
22,F,Some College,40000,C,83,High,16,Business,Public,High,Low,Yes,Medium,High,Low,Neutral,Low,73,No,6,Balanced,Low,6,No,Neutral,Yes,No,Auditory,Yes,No,High,6,Low,C
22,F,High School,75000,A,79,Low,14,Law,Public,Low,High,No,High,High,Medium,Negative,High,35,Yes,7,Balanced,High,6,No,Positive,No,Yes,Visual,Yes,No,Medium,3,High,B
19,F,Some College,75000,C,87,Medium,16,Science,Public,Medium,Low,No,Low,High,High,Neutral,Low,41,Yes,5,Balanced,High,2,No,Neutral,Yes,No,Kinesthetic,Yes,Yes,High,2,High,C
19,F,Graduate,30000,A,81,High,7,Business,Public,Medium,High,Yes,Medium,Medium,High,Positive,Low,25,Yes,8,Healthy,Low,3,No,Negative,Yes,Yes,Auditory,Yes,No,High,3,High,A
19,F,High School,60000,B,79,High,12,Science,Public,High,High,High,Low,Medium,Low,Neutral,Low,48,Yes,9,Balanced,High,2,Yes,Positive,Yes,Yes,Kinesthetic,Yes,No,Low,5,Low,B
18,F,Some College,75000,C,74,High,16,Engineering,Public,Low,Low,High,Low,High,High,Neutral,High,38,No,8,Balanced,Medium,5,Yes,Negative,Yes,Yes,Auditory,No,Yes,Medium,1,Medium,C
18,F,Some College,30000,C,74,Low,17,Law,Public,Low,Medium,No,Low,Medium,Medium,Negative,Low,51,No,8,Unhealthy,High,6,Yes,Negative,No,No,Auditory,No,No,Low,1,High,A
21,M,Graduate,30000,A,96,Medium,16,Law,Public,Low,Low,No,Low,Medium,High,Negative,High,100,No,5,Balanced,Low,7,No,Neutral,No,No,Visual,No,Yes,Low,4,Medium,A
19,M,College,40000,B,75,Low,19,Medicine,Public,High,High,Yes,Low,Low,Low,Neutral,High,20,No,5,Healthy,Low,10,No,Positive,Yes,Yes,Kinesthetic,No,Yes,High,4,Low,B
22,M,College,60000,B,85,Medium,20,Medicine,Private,Low,Low,No,Medium,Medium,High,Negative,High,73,No,9,Unhealthy,Low,3,No,Negative,No,No,Visual,Yes,Yes,High,6,High,C
18,M,College,40000,A,97,High,16,Law,Public,Low,Low,High,Medium,Low,High,Positive,High,73,Yes,5,Balanced,Low,10,Yes,Positive,No,No,Visual,No,Yes,High,6,Medium,B
22,F,Some College,75000,A,81,Medium,15,Medicine,Public,High,High,Yes,Medium,Medium,Medium,Neutral,High,75,No,8,Healthy,Low,2,No,Neutral,No,Yes,Kinesthetic,Yes,Yes,High,3,Medium,C
21,M,College,40000,B,98,High,5,Medicine,Public,High,Low,Yes,Medium,Medium,High,Neutral,Medium,41,Yes,9,Balanced,Medium,9,No,Negative,No,No,Kinesthetic,Yes,Yes,High,3,Medium,A
22,M,Graduate,40000,C,81,Medium,6,Business,Public,Low,High,Yes,High,High,High,Positive,Medium,90,No,4,Healthy,High,4,No,Neutral,Yes,No,Auditory,Yes,Yes,Low,3,High,C
21,M,Graduate,40000,C,99,High,8,Arts,Private,High,Medium,No,High,High,Low,Neutral,High,54,No,8,Balanced,Low,8,Yes,Negative,No,Yes,Auditory,Yes,Yes,High,6,High,B
19,M,Some College,50000,B,71,Low,13,Law,Public,Low,High,No,Medium,High,Medium,Neutral,Medium,49,Yes,7,Healthy,Medium,6,No,Neutral,Yes,No,Auditory,No,Yes,Low,4,High,B
20,M,High School,40000,B,96,Medium,7,Law,Public,High,Low,No,High,Low,Medium,Neutral,High,49,No,6,Balanced,High,9,Yes,Negative,Yes,Yes,Kinesthetic,No,No,Medium,3,Medium,A
22,F,College,50000,A,81,Medium,18,Business,Private,Medium,Low,Yes,Low,Medium,Medium,Positive,High,78,No,9,Unhealthy,High,9,No,Negative,Yes,No,Visual,No,Yes,High,2,High,A
19,M,High School,40000,B,78,Medium,17,Science,Public,Medium,Low,Yes,Low,Medium,Low,Neutral,High,53,No,7,Healthy,Low,7,No,Neutral,Yes,Yes,Visual,No,Yes,Low,1,Medium,C
22,M,Some College,40000,B,70,Medium,20,Arts,Public,Medium,Low,Yes,High,Medium,Low,Negative,High,73,No,5,Balanced,High,8,No,Positive,No,Yes,Auditory,No,No,Medium,2,High,B
22,M,College,60000,C,81,Medium,16,Law,Private,Low,Medium,No,High,Medium,Low,Positive,Medium,76,Yes,8,Balanced,Low,5,No,Positive,No,Yes,Visual,Yes,Yes,Medium,2,Low,B
20,M,High School,50000,A,72,Medium,13,Law,Private,Low,Medium,No,Medium,Medium,Low,Positive,Low,36,No,9,Balanced,Medium,6,No,Neutral,No,Yes,Visual,No,Yes,Low,4,Medium,A
22,M,Some College,30000,C,83,High,8,Medicine,Public,High,Low,No,Low,Low,Low,Negative,Medium,66,Yes,4,Unhealthy,Low,10,Yes,Positive,Yes,Yes,Visual,Yes,Yes,High,3,Low,B
18,M,Graduate,30000,B,82,Low,6,Business,Public,High,Low,Yes,High,Medium,Medium,Neutral,High,62,Yes,8,Healthy,Medium,10,No,Positive,Yes,Yes,Auditory,Yes,Yes,Low,2,High,C
22,M,Some College,40000,C,82,Medium,16,Engineering,Private,High,Low,Yes,High,Medium,Medium,Positive,High,41,No,7,Balanced,High,10,Yes,Positive,No,Yes,Visual,No,Yes,Medium,6,Low,A
19,F,College,60000,A,93,Medium,20,Engineering,Public,Medium,Medium,No,High,High,Low,Negative,Medium,41,No,8,Unhealthy,High,6,Yes,Positive,Yes,No,Kinesthetic,Yes,Yes,Medium,1,High,B
22,M,College,50000,B,81,High,18,Arts,Public,Medium,Low,No,Medium,High,Medium,Positive,Medium,54,No,6,Unhealthy,Medium,6,No,Negative,Yes,No,Visual,No,Yes,High,6,High,A
22,M,College,60000,C,79,Medium,17,Engineering,Public,High,Low,No,High,Low,High,Negative,High,44,No,5,Balanced,Low,4,Yes,Neutral,No,No,Auditory,No,No,Medium,5,Medium,B
19,M,College,30000,C,93,High,5,Law,Public,Medium,Medium,Yes,Low,High,Low,Positive,Medium,70,Yes,6,Balanced,Low,6,No,Neutral,Yes,Yes,Visual,Yes,No,Medium,5,High,C
21,F,High School,50000,B,95,High,17,Arts,Private,Medium,Medium,Yes,High,Low,Medium,Positive,Low,67,Yes,9,Balanced,Medium,6,No,Negative,Yes,Yes,Visual,Yes,No,High,3,High,B
21,F,College,40000,C,77,Medium,7,Medicine,Public,High,Low,High,Low,High,Low,Negative,Medium,99,No,6,Unhealthy,High,7,No,Negative,No,Yes,Visual,No,No,Low,3,Medium,B
21,F,College,30000,A,93,Medium,7,Arts,Public,High,Medium,No,Low,High,High,Neutral,Medium,74,No,7,Balanced,High,9,Yes,Neutral,Yes,No,Visual,No,No,High,6,Low,C
21,F,Graduate,75000,C,81,Low,10,Business,Public,High,Low,Yes,High,Medium,High,Neutral,High,93,Yes,9,Healthy,High,4,No,Positive,Yes,Yes,Visual,No,No,Medium,2,High,C
22,M,Some College,40000,C,99,Medium,12,Business,Private,High,Medium,Yes,Low,Medium,High,Neutral,High,94,No,8,Healthy,Medium,3,No,Negative,No,Yes,Visual,No,No,Medium,6,Medium,A
20,F,Graduate,40000,A,81,Low,9,Engineering,Public,Medium,Low,No,High,Low,Medium,Positive,High,48,No,4,Unhealthy,Low,4,Yes,Positive,No,No,Auditory,No,Yes,Low,2,High,A
22,M,High School,30000,A,97,High,5,Law,Private,Low,Low,Yes,Low,Medium,Medium,Neutral,Medium,86,Yes,5,Balanced,High,3,Yes,Positive,Yes,No,Visual,No,No,Medium,4,Medium,A
18,F,Some College,75000,A,71,Medium,10,Arts,Private,Low,High,No,Low,High,Low,Negative,High,54,No,4,Unhealthy,Medium,10,Yes,Negative,No,No,Visual,No,No,Low,3,Medium,B
18,F,Some College,50000,A,86,Medium,8,Science,Public,Medium,Low,Yes,Medium,Low,High,Positive,Medium,49,No,8,Healthy,High,2,Yes,Positive,Yes,No,Auditory,No,No,Low,3,Medium,B
22,M,High School,40000,A,82,High,5,Medicine,Private,Medium,Medium,No,Medium,Low,Low,Neutral,Medium,79,Yes,8,Balanced,Low,6,No,Negative,Yes,Yes,Kinesthetic,No,No,Low,4,Low,C
22,M,Graduate,30000,A,72,Medium,14,Law,Private,Medium,Low,No,High,Low,Low,Positive,Low,40,Yes,9,Unhealthy,Medium,7,No,Negative,No,No,Kinesthetic,No,Yes,High,3,Low,A
21,M,High School,75000,A,87,High,20,Law,Private,Medium,Medium,No,High,Medium,Low,Positive,High,88,No,4,Balanced,Low,8,No,Positive,Yes,Yes,Kinesthetic,No,Yes,Medium,6,High,C
21,F,Some College,50000,A,81,High,12,Arts,Private,High,Low,High,High,High,Medium,Neutral,High,92,Yes,9,Balanced,High,2,Yes,Negative,No,Yes,Auditory,No,Yes,Medium,3,High,A
22,M,High School,40000,A,94,Medium,6,Business,Private,Medium,Medium,Yes,Low,High,High,Negative,High,37,Yes,4,Balanced,Medium,3,No,Negative,No,Yes,Visual,No,Yes,Medium,3,Low,A
19,F,Graduate,30000,C,72,Medium,19,Law,Public,High,Low,No,Low,High,High,Negative,High,21,Yes,8,Unhealthy,High,2,Yes,Negative,No,Yes,Kinesthetic,No,Yes,Medium,2,Low,A
21,M,Some College,75000,B,93,Medium,16,Law,Public,Low,Low,High,Low,Medium,Medium,Positive,Low,83,No,4,Balanced,Medium,3,Yes,Neutral,No,Yes,Visual,No,No,Low,2,Medium,A
20,M,Some College,75000,A,85,Low,11,Business,Public,Low,High,No,High,Medium,Low,Neutral,High,89,Yes,4,Balanced,High,3,Yes,Negative,Yes,No,Visual,Yes,Yes,High,3,Medium,A
22,F,Graduate,30000,B,95,Medium,16,Law,Public,Medium,High,No,Low,High,Low,Negative,Low,68,No,5,Unhealthy,Low,8,No,Neutral,Yes,No,Kinesthetic,No,No,High,5,High,B
22,F,College,40000,A,87,High,20,Law,Private,Low,High,No,Low,High,High,Positive,Medium,77,Yes,4,Healthy,Low,10,Yes,Negative,Yes,Yes,Auditory,Yes,No,High,3,Medium,A
21,F,Graduate,50000,A,95,Medium,5,Engineering,Public,Medium,Low,No,Medium,Medium,Low,Negative,High,95,No,4,Healthy,High,9,No,Positive,No,No,Visual,No,No,Low,6,High,A
19,M,Graduate,60000,B,94,Low,8,Arts,Public,High,Medium,No,High,Medium,Low,Neutral,High,41,Yes,6,Balanced,High,6,Yes,Positive,No,Yes,Kinesthetic,Yes,Yes,Low,3,High,B
19,M,College,75000,A,73,High,17,Science,Private,Medium,Medium,Yes,High,Medium,High,Neutral,High,74,No,4,Balanced,High,9,No,Neutral,Yes,Yes,Kinesthetic,No,Yes,Medium,5,High,A
20,M,Graduate,75000,A,78,Medium,14,Business,Public,High,Low,Yes,Low,High,Medium,Negative,High,55,No,4,Balanced,High,6,Yes,Neutral,Yes,No,Auditory,No,No,High,4,High,C
19,F,High School,75000,C,81,Low,16,Law,Public,Low,Low,No,Medium,Medium,Medium,Neutral,High,58,No,5,Balanced,High,9,No,Neutral,No,No,Visual,No,No,High,5,High,A
18,M,Graduate,30000,A,84,Medium,5,Medicine,Public,Medium,Medium,No,Medium,Low,Low,Positive,Medium,96,No,5,Unhealthy,Low,2,Yes,Positive,No,Yes,Visual,No,Yes,High,4,Medium,B
19,M,College,60000,C,89,High,5,Engineering,Public,Medium,Medium,Yes,High,Medium,Medium,Neutral,Medium,48,No,6,Balanced,High,7,Yes,Neutral,No,No,Auditory,Yes,No,Low,3,Medium,A
21,M,Graduate,60000,A,77,Low,17,Science,Private,Medium,Low,No,Medium,Medium,Medium,Positive,Low,65,Yes,6,Balanced,Medium,5,Yes,Negative,No,Yes,Kinesthetic,Yes,Yes,High,5,High,B
20,F,Some College,60000,B,94,High,19,Law,Private,High,High,No,Medium,Low,High,Negative,High,24,No,9,Balanced,Low,10,Yes,Neutral,Yes,No,Auditory,Yes,No,Medium,1,Low,B
19,F,High School,40000,A,88,Medium,18,Science,Public,High,High,High,Medium,Medium,Medium,Negative,High,52,No,7,Balanced,High,7,No,Negative,No,Yes,Auditory,Yes,Yes,High,5,High,A
22,M,High School,40000,C,73,Low,9,Business,Public,Medium,Low,Yes,Low,Low,High,Positive,Medium,94,No,8,Balanced,High,9,Yes,Positive,Yes,No,Kinesthetic,Yes,No,High,2,Low,C
21,M,College,30000,A,81,Medium,14,Engineering,Public,Medium,High,No,Low,Medium,Medium,Positive,Medium,64,No,9,Balanced,Low,6,No,Positive,Yes,No,Visual,Yes,Yes,Low,4,Medium,B
21,F,College,30000,C,79,High,17,Science,Private,High,Low,High,Medium,Medium,High,Negative,Low,96,Yes,7,Unhealthy,Medium,6,Yes,Neutral,Yes,No,Kinesthetic,No,Yes,High,1,Medium,A
22,M,High School,40000,A,93,Medium,13,Engineering,Public,Medium,Medium,No,High,Medium,High,Negative,Medium,63,Yes,4,Balanced,Medium,10,Yes,Positive,No,Yes,Visual,Yes,Yes,High,4,High,B
18,F,Graduate,50000,C,84,Low,9,Engineering,Public,Low,Medium,Yes,Low,Medium,High,Neutral,Medium,24,Yes,7,Unhealthy,Low,8,No,Neutral,Yes,No,Visual,Yes,Yes,Low,6,Medium,B
21,M,Some College,50000,C,89,Low,8,Business,Private,Low,Medium,No,Low,Low,Medium,Neutral,Low,98,No,8,Healthy,Medium,9,No,Negative,Yes,No,Auditory,No,No,High,1,High,A
21,F,Some College,75000,C,90,Low,11,Arts,Public,Medium,High,Yes,High,Low,Medium,Neutral,High,72,No,4,Balanced,Medium,4,Yes,Neutral,Yes,No,Visual,Yes,No,High,6,Low,B
20,F,Some College,75000,A,70,Medium,20,Business,Private,Low,Medium,High,High,Medium,Medium,Negative,Low,41,Yes,7,Healthy,Medium,6,No,Neutral,No,Yes,Kinesthetic,No,Yes,Medium,1,Low,A
18,M,Some College,40000,B,89,High,17,Arts,Public,Low,Medium,Yes,Medium,Low,High,Neutral,High,93,No,8,Healthy,Low,4,Yes,Negative,No,Yes,Auditory,No,Yes,High,4,High,C
22,F,High School,75000,C,88,Medium,10,Law,Private,Medium,High,No,High,Medium,Low,Negative,Low,99,Yes,9,Balanced,Medium,8,No,Positive,No,Yes,Kinesthetic,No,Yes,Low,5,Low,B
20,F,College,50000,A,78,High,14,Arts,Public,Low,Medium,Yes,High,High,High,Neutral,High,76,No,9,Unhealthy,Medium,8,Yes,Neutral,Yes,Yes,Kinesthetic,Yes,Yes,Medium,3,High,C
21,M,College,60000,B,78,High,8,Medicine,Public,High,High,Yes,High,Medium,Low,Neutral,High,86,Yes,4,Unhealthy,Low,10,No,Negative,No,No,Auditory,No,Yes,Medium,5,Medium,B
22,F,Some College,40000,B,74,High,17,Medicine,Private,Medium,High,No,Low,Medium,Medium,Neutral,Medium,41,Yes,9,Healthy,High,5,No,Neutral,Yes,No,Visual,No,Yes,High,2,Medium,C
22,F,Some College,40000,B,84,Low,13,Arts,Private,High,Low,No,Medium,Low,Medium,Neutral,Low,25,No,7,Unhealthy,High,6,No,Positive,No,Yes,Visual,No,Yes,Low,4,High,A
20,F,Graduate,60000,B,77,Medium,11,Science,Private,Medium,Low,No,Medium,High,Low,Negative,Medium,99,No,9,Unhealthy,High,8,Yes,Negative,Yes,No,Visual,No,Yes,Low,3,Medium,A
18,F,College,50000,B,75,Low,13,Science,Private,Medium,High,No,Medium,High,High,Neutral,Medium,42,Yes,6,Unhealthy,High,6,No,Neutral,No,Yes,Kinesthetic,No,No,Low,1,High,A
20,M,Some College,50000,C,86,Low,5,Science,Public,Medium,Medium,No,Medium,High,Medium,Negative,High,52,No,5,Unhealthy,Medium,6,No,Neutral,No,Yes,Auditory,Yes,No,High,2,High,B
22,F,High School,60000,A,99,High,16,Medicine,Public,Low,Low,No,Medium,Low,Medium,Neutral,High,50,Yes,5,Balanced,Low,3,No,Neutral,Yes,No,Auditory,Yes,No,Medium,1,Medium,A
22,F,College,75000,B,81,Medium,20,Science,Public,Medium,Low,No,Medium,High,Low,Positive,High,33,Yes,6,Balanced,Low,8,Yes,Positive,No,No,Auditory,Yes,No,High,3,Medium,A
19,M,High School,40000,C,73,Medium,15,Arts,Public,High,Low,No,High,Low,Medium,Negative,Medium,96,Yes,4,Balanced,Low,2,No,Neutral,No,Yes,Kinesthetic,No,No,High,1,Low,C
18,F,College,50000,C,99,High,17,Medicine,Private,Medium,Low,No,Medium,Low,High,Negative,High,83,No,6,Healthy,High,9,Yes,Positive,No,Yes,Auditory,No,No,Medium,3,High,A
21,M,Graduate,60000,A,99,Medium,12,Law,Public,Low,Low,No,Low,High,High,Neutral,Low,94,Yes,4,Healthy,Medium,6,No,Negative,Yes,Yes,Auditory,No,Yes,High,3,High,C
22,F,Some College,75000,C,76,Low,16,Engineering,Private,High,High,Yes,High,High,Medium,Positive,Medium,82,Yes,7,Healthy,Low,5,No,Neutral,Yes,Yes,Auditory,No,No,Medium,3,High,A
18,F,Some College,40000,B,83,Medium,17,Law,Private,Medium,High,Yes,Low,High,Low,Negative,High,22,Yes,4,Healthy,High,3,No,Positive,Yes,Yes,Visual,Yes,No,Medium,3,High,B
18,M,High School,50000,A,99,Low,13,Engineering,Public,Low,Low,Yes,High,Low,Low,Positive,High,77,Yes,9,Balanced,High,10,Yes,Negative,No,No,Visual,Yes,No,High,4,Medium,B
21,M,Graduate,50000,A,82,Medium,17,Arts,Public,Low,Medium,Yes,Low,High,Low,Negative,Medium,60,No,7,Unhealthy,Low,10,No,Positive,No,No,Auditory,Yes,No,Medium,6,High,A
